Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Target,Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,-2.473171065020064,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.8992785454846383,No,No,Yes,Male,No,2.073934685043108,No,0,5,7,4,12.25,0,0,5,7,4,12.75,0,Enrolled,1,1,0,0.8,0.8,1.4,1.4
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.30925461249505876,No,No,No,Male,No,-0.562167955812708,No,0,6,11,5,13.6,0,0,6,11,5,13.666666666666666,0,Enrolled,0,1,1,0.8333333333333334,0.8333333333333334,1.8333333333333333,1.8333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.3783136500938986,No,No,Yes,Male,No,1.9421295530003173,No,0,5,11,2,10.5,0,0,5,9,3,11.333333333333334,1,Enrolled,1,1,0,0.4,0.6,2.2,1.8
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,1.7734866261175306,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.36752395597357235,Yes,No,Yes,Male,Yes,-0.6939730878554988,No,0,7,7,6,13.266666666666666,0,0,7,7,6,13.266666666666666,0,Graduate,0,1,0,0.8571428571428571,0.8571428571428571,1.0,1.0
Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,0.7876553763891605,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.31227672589449973,Yes,No,Yes,Male,Yes,-0.6939730878554988,No,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,Graduate,0,1,0,1.0,1.0,1.1428571428571428,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Student,Student,0.08438190181832748,No,No,Yes,Male,No,0.6240782325724092,No,0,5,9,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.8,1.0
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.451750846275357,Yes,No,No,Male,No,1.0194936287007816,No,0,6,14,0,0.0,0,0,6,6,0,0.0,0,Dropout,1,1,1,0.0,0.0,2.3333333333333335,1.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-0.425675392507295,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.3783136500938986,No,No,Yes,Male,No,-0.034947427641544786,No,0,7,7,6,13.483333333333334,0,0,7,7,6,13.483333333333334,0,Graduate,0,0,0,0.8571428571428571,0.8571428571428571,1.0,1.0
Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.5816069725299754,Yes,No,Yes,Male,No,-0.2985576917271264,No,0,7,9,6,12.565,0,0,8,12,5,12.16,0,Enrolled,0,1,0,0.8571428571428571,0.625,1.2857142857142858,1.5
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8302195078857985,No,Yes,No,Male,No,1.2831038927863632,No,0,6,8,0,0.0,0,0,5,6,0,0.0,0,Dropout,1,1,1,0.0,0.0,1.3333333333333333,1.2
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,-0.9376918546445008,No,No,Yes,Male,No,-0.16675255968433558,No,0,5,9,3,13.0,0,0,5,9,3,11.666666666666666,0,Dropout,0,1,0,0.6,0.6,1.8,1.8
Single,Other Special,-0.5540677512436588,STEM,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.5898689214730366,Yes,Yes,Yes,Male,No,-0.4303628237699172,No,0,5,6,5,16.5,0,0,5,7,5,17.714285714285715,0,Dropout,0,1,1,1.0,1.0,1.2,1.4
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.7290080847314089,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-0.34378413129447866,No,Yes,Yes,Male,No,-0.562167955812708,No,0,6,7,6,13.166666666666666,0,0,6,9,5,13.2,0,Enrolled,0,1,1,1.0,0.8333333333333334,1.1666666666666667,1.5
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,1.5898689214730366,Yes,No,Yes,Male,No,-0.4303628237699172,No,1,6,11,6,13.8,0,1,6,7,6,13.142857142857142,0,Graduate,0,1,0,1.0,1.0,1.8333333333333333,1.1666666666666667
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.5302435328113464,Yes,No,Yes,Male,No,0.22866283644403682,No,0,6,7,6,11.166666666666666,0,0,6,11,4,11.8,0,Enrolled,1,1,0,1.0,0.6666666666666666,1.1666666666666667,1.8333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.8992785454846383,No,No,No,Male,No,0.22866283644403682,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,1,1,1,0.0,0.0,0.0,0.0
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.1366070184979592,Yes,No,Yes,Male,No,-0.562167955812708,No,0,6,7,6,12.666666666666666,0,0,6,8,6,12.142857142857142,0,Enrolled,0,0,0,1.0,1.0,1.1666666666666667,1.3333333333333333
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.6359890302771035,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,0.9476198718038253,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,5,5,5,12.6,0,0,5,6,4,14.5,1,Graduate,0,0,0,1.0,0.8,1.0,1.2
Not Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.863082958468955,No,No,Yes,Male,No,1.2831038927863632,No,0,7,7,5,13.06,0,0,7,9,0,0.0,0,Enrolled,1,1,0,0.7142857142857143,0.0,1.0,1.2857142857142858
Single,General Contingent,2.4908958903736655,Social & Humanities,Daytime,Basic/Secondary,1.015154895557246,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,1.3619740973968644,Yes,No,Yes,Male,No,-0.562167955812708,No,0,6,7,6,13.833333333333334,0,0,6,8,6,13.625,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.3333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Unknown/Not Reported,Unknown/Not Reported,-2.1393191088643144,No,No,Yes,Male,No,1.0194936287007816,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,1,1,0,0.0,0.0,1.0,1.0
Single,Other Special,-0.5540677512436588,STEM,Daytime,Vocational/Technical,2.0768193183416446,Higher Education,Basic/Secondary,Professional/Managerial,Professional/Managerial,2.280459297461435,No,Yes,No,Male,No,0.09685770440124603,No,2,6,6,2,16.0,0,2,7,7,2,16.0,0,Dropout,1,0,1,0.3333333333333333,0.2857142857142857,1.0,1.0
Single,Other Special,-0.5540677512436588,STEM,Daytime,Vocational/Technical,-0.19817587333920963,Basic/Secondary,Higher Education,Professional/Managerial,Clerical/Service,0.20868816949623997,No,Yes,No,Male,No,-0.034947427641544786,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Dropout,0,0,1,0.0,0.0,1.0,1.0
Not Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,2.0768193183416446,Basic/Secondary,Higher Education,Professional/Managerial,Professional/Managerial,0.20868816949623997,No,No,No,Male,Yes,0.3604679684868276,No,0,5,12,3,10.666666666666666,0,0,5,11,3,10.666666666666666,0,Dropout,1,0,1,0.6,0.6,2.4,2.2
Not Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Higher Education,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8992785454846383,Yes,No,Yes,Male,No,1.9421295530003173,No,14,18,18,18,14.5,0,13,18,18,18,14.5,0,Graduate,1,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,3.2521368007779965,STEM,Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,-0.7167029343282142,Yes,No,Yes,Male,Yes,-0.4303628237699172,No,0,5,6,5,14.0,0,0,5,7,5,13.8,0,Graduate,0,1,0,1.0,1.0,1.2,1.4
Single,General Contingent,2.4908958903736655,STEM,Daytime,Basic/Secondary,-1.1081739500115513,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4473726876927384,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,5,10,3,13.333333333333334,0,0,5,11,5,13.571428571428571,0,Graduate,0,1,0,0.6,1.0,2.0,2.2
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.03690696313447821,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,-1.6559058456724354,No,No,Yes,Male,No,0.22866283644403682,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,1,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.8806744308434659,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.0412804110427605,Yes,No,Yes,Male,No,-0.562167955812708,No,0,6,9,5,12.0,0,0,6,10,4,11.2,0,Graduate,0,1,0,0.8333333333333334,0.6666666666666666,1.5,1.6666666666666667
Single,General Contingent,-0.5540677512436588,STEM,Daytime,Basic/Secondary,1.166821241669303,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,1.500092172594544,No,No,Yes,Male,No,-0.6939730878554988,No,0,5,6,5,16.2,0,0,5,8,5,16.0,0,Graduate,0,1,0,1.0,1.0,1.2,1.6
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Vocational/Technical,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.48190220649215837,No,No,Yes,Male,No,0.6240782325724092,No,7,13,13,7,10.285714285714286,0,5,11,13,5,10.6,0,Dropout,1,1,0,0.5384615384615384,0.45454545454545453,1.0,1.1818181818181819
Single,General Contingent,0.2071731591606723,STEM,Daytime,Basic/Secondary,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.08826569217877112,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,Enrolled,0,1,0,0.0,0.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.4749963027322748,Yes,No,Yes,Male,Yes,-0.4303628237699172,No,0,6,7,6,13.571428571428571,0,0,6,8,6,13.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.1666666666666667,1.3333333333333333
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.5601558572210751,Higher Education,Higher Education,Professional/Managerial,Professional/Managerial,0.05675828677879213,No,No,Yes,Male,No,-0.6939730878554988,No,0,6,7,6,14.285714285714286,0,0,6,9,6,14.857142857142858,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.5
Single,General Contingent,0.9684140695650034,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.5631729883477221,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,-1.4211051178363796,Yes,No,Yes,Male,No,-0.562167955812708,No,0,5,7,5,10.2,0,0,5,6,4,10.5,0,Graduate,0,1,0,1.0,0.8,1.4,1.2
Single,Special/Non-Traditional,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,-2.473171065020064,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-1.863082958468955,No,Yes,Yes,Male,No,0.09685770440124603,No,0,8,16,2,10.25,1,0,8,16,2,10.25,1,Dropout,1,1,1,0.25,0.25,2.0,2.0
Single,General Contingent,1.7296549799693344,Health Sciences,Daytime,Basic/Secondary,-0.5015085655633235,Basic/Secondary,Higher Education,Clerical/Service,Clerical/Service,-0.21257195985668262,Yes,No,Yes,Male,No,-0.2985576917271264,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,Dropout,0,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,1.3184875877813598,Higher Education,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.8647490266852184,No,No,Yes,Male,Yes,-0.4303628237699172,No,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.0
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.5898689214730366,Yes,No,Yes,Male,No,-0.2985576917271264,No,0,6,12,5,13.625,0,0,6,6,5,12.6,0,Graduate,0,1,0,0.8333333333333334,0.8333333333333334,2.0,1.0
Not Single,General Contingent,-0.5540677512436588,Health Sciences,Daytime,Basic/Secondary,0.8634885494451889,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.8854667379648711,No,Yes,Yes,Male,No,0.09685770440124603,No,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,Graduate,1,1,1,1.0,0.875,1.0,1.25
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Evening,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.8937286869079322,No,No,Yes,Male,No,0.4922731005296184,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout,1,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,3.2521368007779965,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.9565076038994943,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.7926678756869375,Yes,Yes,No,Male,No,-0.562167955812708,No,0,5,8,4,12.5,0,0,5,9,5,10.5,0,Enrolled,0,1,1,0.8,1.0,1.6,1.8
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Evening,Basic/Secondary,0.03690696313447821,Higher Education,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.5509612440909982,No,No,Yes,Male,No,2.073934685043108,No,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,Graduate,1,0,0,1.0,1.0,1.1111111111111112,1.1428571428571428
Single,Special/Non-Traditional,-0.5540677512436588,STEM,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-2.132413205104431,No,No,Yes,Male,No,0.22866283644403682,No,0,7,13,2,15.0,0,0,7,12,2,11.5,0,Dropout,1,1,0,0.2857142857142857,0.2857142857142857,1.8571428571428572,1.7142857142857142
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Higher Education,-0.19817587333920963,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,0.20868816949623997,No,No,No,Male,No,-0.6939730878554988,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,0,1,0.0,0.0,0.0,0.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,0.12581732437763296,No,No,Yes,Male,No,-0.562167955812708,No,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,Graduate,0,0,0,1.0,1.0,1.0,1.0
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.6531749116753804,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.012300750820047694,No,No,Yes,Male,Yes,-0.2985576917271264,No,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,Graduate,0,1,0,0.8333333333333334,0.6666666666666666,1.3333333333333333,1.0
Single,Other Special,-0.5540677512436588,"Business, Management & Hospitality",Evening,Higher Education,-0.19817587333920963,Basic/Secondary,Higher Education,Clerical/Service,Professional/Managerial,0.20868816949623997,No,No,Yes,Male,No,0.4922731005296184,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Dropout,1,0,0,0.0,0.0,0.0,0.0
Single,General Contingent,0.9684140695650034,"Business, Management & Hospitality",Daytime,Basic/Secondary,-0.6531749116753804,Basic/Secondary,Basic/Secondary,Clerical/Service,Professional/Managerial,-0.7097970305683295,Yes,No,Yes,Male,No,-0.562167955812708,No,0,5,6,0,0.0,0,0,5,6,0,0.0,0,Enrolled,0,1,0,0.0,0.0,1.2,1.2
Single,General Contingent,0.9684140695650034,Health Sciences,Daytime,Basic/Secondary,-0.04650952722715268,Higher Education,Basic/Secondary,Professional/Managerial,Blue-Collar & Skilled Trades,-0.10207749969853928,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,Enrolled,0,0,0,0.875,0.875,1.0,1.0
Single,Other Special,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Higher Education,-1.714839334459779,Vocational/Technical,Basic/Secondary,Professional/Managerial,Professional/Managerial,-1.1724925824805565,Yes,No,Yes,Male,No,0.4922731005296184,No,7,12,12,9,12.333333333333334,0,6,11,11,6,13.166666666666666,0,Dropout,1,0,0,0.75,0.5454545454545454,1.0,1.0
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,-0.425675392507295,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,0.46420660861194657,Yes,Yes,Yes,Male,No,-0.6939730878554988,No,0,6,6,6,13.0,0,0,6,7,5,11.8,0,Dropout,0,1,1,1.0,0.8333333333333334,1.0,1.1666666666666667
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,-0.19817587333920963,Higher Education,Higher Education,Blue-Collar & Skilled Trades,Professional/Managerial,-0.6476438967293743,No,No,Yes,Male,No,-0.562167955812708,No,0,5,14,2,11.5,2,0,5,8,5,11.4,3,Enrolled,0,0,0,0.4,1.0,2.8,1.6
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,0.5601558572210751,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.8992785454846383,No,No,Yes,Male,No,-0.562167955812708,No,0,6,15,3,13.25,0,0,6,9,1,12.0,0,Dropout,0,1,0,0.5,0.16666666666666666,2.5,1.5
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,1.3184875877813598,Basic/Secondary,Basic/Secondary,Professional/Managerial,Professional/Managerial,1.5898689214730366,No,No,Yes,Male,No,-0.16675255968433558,No,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,Enrolled,0,1,0,0.5,0.5,2.0,2.0
Single,Other Special,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,0.46420660861194657,Yes,No,Yes,Female,No,-0.6939730878554988,No,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,Other Special,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,-1.7906725075158074,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Professional/Managerial,0.6921014326881187,Yes,No,Yes,Female,Yes,-0.6939730878554988,No,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,Graduate,0,1,0,1.0,0.8333333333333334,1.1666666666666667,1.3333333333333333
Single,Special/Non-Traditional,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,0.03690696313447821,Higher Education,Basic/Secondary,Professional/Managerial,Professional/Managerial,0.08438190181832748,No,No,Yes,Female,No,-0.034947427641544786,No,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,Dropout,0,0,0,1.0,1.0,1.6363636363636365,1.1666666666666667
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,0.02932364582887579,Basic/Secondary,Higher Education,Blue-Collar & Skilled Trades,Clerical/Service,0.1534409394171673,Yes,Yes,No,Male,No,-0.4303628237699172,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Dropout,0,0,1,0.0,0.0,0.0,0.0
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,0.10515681888490426,Higher Education,Basic/Secondary,Professional/Managerial,Professional/Managerial,0.17415865069682004,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,Graduate,0,0,0,1.0,1.0,1.1666666666666667,1.1666666666666667
Single,General Contingent,1.7296549799693344,Social & Humanities,Daytime,Basic/Secondary,-0.577341738619352,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,0.18106455445670364,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,Graduate,0,1,0,1.0,1.0,1.0,1.3333333333333333
Single,General Contingent,0.9684140695650034,STEM,Daytime,Basic/Secondary,0.18098999194093274,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,-0.36450184257413043,Yes,No,Yes,Male,No,-0.6939730878554988,No,0,5,7,5,11.8,0,0,5,9,3,12.0,0,Enrolled,0,1,0,1.0,0.6,1.4,1.8
Single,General Contingent,0.2071731591606723,Social & Humanities,Daytime,Basic/Secondary,-0.04650952722715268,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,1.0235848131625507,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,Graduate,0,1,0,1.0,1.0,1.0,1.0
Single,General Contingent,0.9684140695650034,Social & Humanities,Daytime,Basic/Secondary,0.18098999194093274,Higher Education,Basic/Secondary,Professional/Managerial,Clerical/Service,0.1948763619764728,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,6,6,5,12.8,0,0,6,11,3,12.75,0,Graduate,0,0,0,0.8333333333333334,0.5,1.0,1.8333333333333333
Single,Other Special,-0.5540677512436588,Social & Humanities,Daytime,Vocational/Technical,-2.473171065020064,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-1.448728732875916,No,No,Yes,Male,No,-0.2985576917271264,No,2,7,7,5,11.8,0,5,9,9,5,11.0,0,Dropout,0,1,0,0.7142857142857143,0.5555555555555556,1.0,1.0
Single,Special/Non-Traditional,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.8634885494451889,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,-0.371407746334015,No,No,Yes,Male,No,-0.16675255968433558,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled,0,1,0,0.0,0.0,0.0,0.0
Single,General Contingent,-0.5540677512436588,STEM,Daytime,Basic/Secondary,-0.577341738619352,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.3783136500938986,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,5,7,5,15.8,0,0,5,7,5,14.571428571428571,0,Dropout,0,1,0,1.0,1.0,1.4,1.4
Single,General Contingent,-0.5540677512436588,Social & Humanities,Daytime,Basic/Secondary,0.03690696313447821,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Blue-Collar & Skilled Trades,-0.6890793192886778,No,Yes,Yes,Male,No,-0.562167955812708,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Enrolled,0,1,1,0.0,0.0,0.0,0.0
Single,Other Special,-0.5540677512436588,STEM,Daytime,Vocational/Technical,-0.19817587333920963,Basic/Secondary,Basic/Secondary,Blue-Collar & Skilled Trades,Clerical/Service,0.20868816949623997,Yes,No,Yes,Male,No,-0.562167955812708,No,0,5,9,2,12.5,0,0,5,10,3,11.6,0,Enrolled,0,1,0,0.4,0.6,1.8,2.0
Single,General Contingent,-0.5540677512436588,"Business, Management & Hospitality",Daytime,Basic/Secondary,-1.1840071230675797,Basic/Secondary,Basic/Secondary,Clerical/Service,Clerical/Service,-0.6407379929694897,Yes,No,Yes,Male,No,-0.4303628237699172,No,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,Graduate,0,1,0,1.0,1.0,1.5,1.1666666666666667
Single,Other Special,-0.5540677512436588,Health Sciences,Daytime,Vocational/Technical,0.5601558572210751,Basic/Secondary,Basic/Secondary,Clerical/Service,Blue-Collar & Skilled Trades,0.8992785454846383,Yes,No,Yes,Male,No,-0.562167955812708,No,2,6,10,4,12.5,0,1,6,16,2,12.0,0,Dropout,0,1,0,0.6666666666666666,0.3333333333333333,1.6666666666666667,2.6666666666666665
